752	0
0.428571	0.994545
0.408571	0.992727
0.38	0.954545
0.428571	0.994545
0.38	0.954545
0.491429	0.930909
0.428571	0.994545
0.491429	0.930909
0.5	0.927273
0.491429	0.930909
0.5	0.927273
0.508571	0.901818
0.5	0.927273
0.508571	0.901818
0.511429	0.898182
0.5	0.927273
0.52	0.901818
0.511429	0.898182
0.52	0.901818
0.517143	0.9
0.511429	0.898182
0.428571	0.994545
0.5	0.927273
0.808571	0.892727
0.848571	0.9
0.808571	0.892727
0.842857	0.889091
0.954286	0.898182
0.928571	0.896364
0.954286	0.885455
0.38	0.954545
0.491429	0.930909
0.354286	0.883636
0.38	0.954545
0.337143	0.883636
0.354286	0.883636
0.491429	0.930909
0.508571	0.901818
0.354286	0.883636
0.808571	0.892727
0.842857	0.889091
0.814286	0.883636
0.808571	0.892727
0.8	0.885455
0.814286	0.883636
0.965714	0.903636
0.954286	0.898182
0.965714	0.883636
0.954286	0.898182
0.954286	0.885455
0.965714	0.883636
0.965714	0.903636
0.971429	0.890909
0.965714	0.883636
0.971429	0.890909
0.965714	0.883636
0.974286	0.883636
0.965714	0.903636
0.971429	0.890909
0.994286	0.883636
0.965714	0.883636
0.974286	0.883636
0.98	0.876364
0.971429	0.890909
0.994286	0.883636
0.98	0.876364
0.908571	0.9
0.917143	0.896364
0.897143	0.874545
0.917143	0.896364
0.928571	0.896364
0.897143	0.874545
0.928571	0.896364
0.954286	0.885455
0.897143	0.874545
0.971429	0.890909
0.974286	0.883636
0.994286	0.874545
0.974286	0.883636
0.98	0.876364
0.994286	0.874545
0.971429	0.890909
0.98	0.876364
0.994286	0.874545
0.994286	0.883636
0.98	0.876364
0.994286	0.874545
0.52	0.901818
0.517143	0.9
0.52	0.872727
0.517143	0.9
0.511429	0.898182
0.52	0.872727
0.808571	0.892727
0.8	0.885455
0.771429	0.870909
0.508571	0.901818
0.511429	0.898182
0.52	0.867273
0.511429	0.898182
0.52	0.872727
0.52	0.867273
0.508571	0.901818
0.354286	0.883636
0.52	0.867273
0.5	0.927273
0.808571	0.892727
0.74	0.863636
0.808571	0.892727
0.771429	0.870909
0.74	0.863636
